text	labels
raise denmark's voice	neg
can be difficult	neg
some questionable aspects	neg
criticism	neg
applaud everything	neg
should interfere	neg
fails to mention	neg
should criticize	neg
should criticize	neg
has also criticized	neg
has also expressed concern	neg
to criticize	neg
to deliver official criticism	neg
should raise its voice against	neg
has subsequently criticized	neg
excessively harsh	neg
subjected to sensory deprivation	neg
nor does it seem proper	neg
distortion of reality	neg
has refused to make any statements	neg
refuses to consider	neg
does not help dispel the suspicions	neg
possible excesses and violations of rights	neg
even in some cases pure falsehoods	neg
suspicions	neg
accusations	neg
the suspicions	neg
only possible definition will be torture and the violation of human rights	neg
shadows of suspicion	neg
confined to minute cells	neg
this enormous difference is not enough	neg
condemn	neg
inhumane nature	neg
with only sparse information	neg
are not sometimes inclined to sacrifice these values for the good cause	neg
terrible tragedy	neg
to polish their own image	neg
can and should never be	neg
concern	neg
would still never be justifiable	neg
crippled	neg
making themselves felt far from the battlefield	neg
attacks on the freedoms and values	neg
is being accepted for the present without much complaint	neg
something sometimes go wrong	neg
falls far short	neg
what raises even more questions	neg
is not inclined	neg
despite	neg
can probably never pass this test	neg
our usama bin ladin	neg
would amount to a flagrant violation	neg
protest	neg
a storm of protest	neg
seems to be a difference	neg
all the more to be deplored	neg
whether the global ban on torture can be abused on that account is another matter	neg
also suggested that death would be the only way out of the conflict	neg
does not justify all the means	neg
you can hardly speak of a targeting error	neg
humanitarian law was violated regularly	neg
it seems doubtful	neg
denied by	neg
is suspected	neg
locking them up in cages	neg
evaporated quickly	neg
merely	neg
grave civilian suffering	neg
criticism	neg
west's failure	neg
warned in its annual global survey	neg
opportunistic attacks on civil liberties around the world	neg
without any international legitimacy	neg
has tended to undermine the growth of a human rights culture	neg
israeli abuses against palestinians	neg
inspiring	neg
real sting	neg
condemning	neg
hypocrisy	neg
abuses	neg
complete unwillingness to raise	neg
will not succeed	neg
disregard	neg
gross violations	neg
tin - pot tyrant	neg
it will ring with hypocrisy	neg
however	neg
anything goes	neg
so - called	neg
terrorists believe that anything goes	neg
a terrific example of how to violate international laws and human rights	neg
the willingness of most western governments to tolerate abuses	neg
as a struggle against a particularly ruthless set of criminals	neg
problem	neg
although	neg
threatening long - held human rights principles	neg
double crime	neg
inhumane	neg
considers	neg
uncomfortable	neg
express their concern	neg
illegitimate	neg
concern	neg
abandoning	neg
ambiguity	neg
illegitimate	neg
do not help	neg
criticism of	neg
lost the reputation of commitment to principles of human justice	neg
hardline	neg
criticism of	neg
fraud	neg
nothing practical	neg
reject	neg
being staged under the guise of an election	neg
refuse	neg
fervently escalates a campaign of bludgeoning its citizens	neg
frustrated	neg
still	neg
tragic circus	neg
stop the circus	neg
desperate last - minute act	neg
back to square one	neg
only in retaining power at any cost	neg
running out of meaningful options	neg
however fraudulent	neg
unable to move	neg
has fallen on stones	neg
grown too tired	neg
realise	neg
madness	neg
only interested in buying time	neg
empty - handed	neg
nothing whatsoever	neg
not to embark on the suicidal path that he has chosen	neg
frightening voters	neg
validate a sham	neg
intimidation and violence	neg
forever hold their peace	neg
no one is listening	neg
memorandum of protest	neg
charges of	neg
criticised	neg
ill - treatment	neg
have also criticized	neg
has rejected	neg
not satisfactory	neg
inhumane	neg
sent an official protest	neg
inhumane	neg
to send a memorandum of protest	neg
inhumane	neg
to send a memorandum of protest	neg
had also been criticised	neg
voiced its protest	neg
had no confidence	neg
inhumane	neg
aimed	neg
was n't easy	neg
will be entirely happy	neg
bad treatment	neg
did not agree	neg
had handed an official protest	neg
ignored	neg
vengeance	neg
bad treatment	neg
protested	neg
critical	neg
normalisation with the zionist enemy is a crime against the country , nation and humanity	neg
ostracising	neg
lambasted	neg
warned	neg
claimed	neg
plight of the palestinians under occupation	neg
severing all ties with the zionist enemy	neg
outlined	neg
israeli expansionist plans	neg
us - british aggression on iraq and meddling in its internal affairs	neg
backdrop of uncertainty	neg
argued	neg
the peace treaty was in favour of the zionist enemy	neg
suffering of iraqi people facing crippling international sanctions	neg
made public a blacklist	neg
doubts	neg
gone off his rocker	neg
the us has behaved as if it had a sort of natural right to create law	neg
other slightly troubling images	neg
have hinted	neg
was quite neat and tidy	neg
an implacable force	neg
the distress	neg
losing the sympathy of the civilized world	neg
incomprehension	neg
hyperbole , 	neg
excess self - confidence	neg
hue and cry	neg
astonished	neg
might have gone off his rocker once	neg
these fighters in rags , haggard , who were the survivors of weeks of bombing	neg
in gleaming suits	neg
the reactions	neg
modern , civilized instruments of coercion	neg
barefoot , wearing sandals and in the snow	neg
or think they know	neg
could have ranted and raved	neg
their auxiliaries from the northern alliance	neg
some doubts	neg
hue and cry	neg
blinding eyeglasses , masks incapacitating the mouth and nose , ear - splitting ear phones	neg
distress	neg
the four square meter cages	neg
big brother	neg
the us was the only judge of what was reasonable	neg
this right - this right right	neg
the world did not always realize how good they were . 	neg
indignation	neg
slight confusion	neg
is perforce a bit scary	neg
the solidity of this argument , though , has increasingly been demolished	neg
high distress	neg
is the problem	neg
sympathy	neg
no longer quite ready to follow	neg
who is ordinarily so sure of himself and of his jokes	neg
were now not confusing	neg
one image too many	neg
is in the process of eroding	neg
lest one lose one's moral advantage	neg
the exaggeration	neg
legal	neg
refuse	neg
americans are good , 	neg
not on very solid legal ground	neg
the explanation is , in fact is deceiving	neg
one must not confuse justice and vengeance , 	neg
totally dominated men deprived of the use of their senses	neg
legally established	neg
unlawful combatants	neg
are upset	neg
refused to grant	neg
refusal to classify	neg
definitely not blessings	neg
top concern	neg
confidence crisis	neg
absolutely not permitted	neg
irresponsible	neg
harm is not limited to the incident itself	neg
will certainly eat their own bitter fruit	neg
was a consensus without any consensus	neg
misjudgment	neg
exaggerated	neg
split the motherland	neg
ambiguous	neg
this is really an unwise idea	neg
nibbling	neg
deadlock	neg
strong opposition	neg
difficulties	neg
cling obstinately	neg
another dangerous signal	neg
will not be able lay claim to a worthy place in the civilized world	neg
short but tumultuous	neg
resounding pots - and - pans demonstrations	neg
moving rapidly toward a legal coup	neg
complicates any situation	neg
stands in brutal contrast	neg
went down the drain	neg
mutiny	neg
a terrorist act	neg
arouses fears	neg
no benefit at all	neg
aperitif for the probable democratic coup	neg
expose the cracks	neg
dramatic	neg
squandered	neg
expresses its discontent	neg
forms a wretched background	neg
cracks are appearing	neg
bad	neg
does a poor job	neg
finally entered a dangerous stage	neg
opposes	neg
agreement	neg
again triggers the red light	neg
worst	neg
was demonising	neg
has been accused	neg
had hit	neg
has accused	neg
will not allow	neg
would therefore not be an impartial observer	neg
punched	neg
was not welcome	neg
it will not be free and fair	neg
struggling to merely distance themselves	neg
not much better	neg
have no grasp	neg
the new enemy of america	neg
new political perspective	neg
much more difficult	neg
as bad as the prospects of change seem to be	neg
timid warnings	neg
right - wing	neg
tactful political manoeuvring	neg
bias	neg
could become worse	neg
the warning	neg
complete disregard for the plight of the palestinians despite timid warnings to israel	neg
are not happy	neg
forthright disregard for	neg
has but disappeared	neg
doomed to failure	neg
intended to be a warning	neg
successful so far	neg
was particularly disheartening	neg
right - wing	neg
as it sees fit	neg
he admitted he had been wrong	neg
terrorists	neg
it can not be taken into consideration , as long as the war against terrorism is far from over	neg
the refusal to grant	neg
however	neg
the criticism	neg
with guns , bombs and soldiers	neg
are being subjected to	neg
unexpectedly tough	neg
refused	neg
refusal	neg
uncomfortable meeting	neg
about cold - blood accomplices to murder , because that is what these al - qa'ida disciples at guantanamo bay are	neg
was baffled	neg
obvious concern	neg
killers	neg
languages without nuances	neg
believe	neg
there is irony - - including from the sober	neg
seemed unyielding	neg
would set a precedent that could affect the fate of us soldiers sent out to risky areas of this planet	neg
the dispute of opinions	neg
as exaggerated	neg
even if their special status comes from the fact	neg
and then assert the laws of war do not apply	neg
see	neg
stop supporting	neg
scapegoats among the weirdoes	neg
can not choose	neg
exterminate	neg
admitted	neg
too much blood was shed and much suffering endured	neg
dictate	neg
dictate or intimidate	neg
was tired	neg
was tired	neg
was like giving away the country to its former colonial masters	neg
lambasted	neg
intimidate	neg
into submission	neg
which stood in the way of honest negotiations	neg
launched campaigns against	neg
dictated to	neg
to contest	neg
criticism	neg
have issued ultimatums	neg
not done anything	neg
would not accept	neg
dropping	neg
